sales_id,name,year,km_driven,selling_price,fuel,transmission,mileage,engine,max_power,torque,seats
4832,Mahindra Bolero SLX,2011,100000,340000,Diesel,Manual,13.6 kmpl,2523 CC,63 bhp,180 Nm at 1440-1500rpm,7
4833,Tata Sumo CX 9 Seater,2008,120000,150000,Diesel,Manual,12.2 kmpl,1948 CC,68 bhp,"115@ 2,500(kgm@ rpm)",9
4834,Mahindra Bolero SLX,2007,110000,245000,Diesel,Manual,13.6 kmpl,2523 CC,63 bhp,180 Nm at 1440-1500rpm,7
4835,Volkswagen Vento 1.5 TDI Comfortline,2015,120000,515000,Diesel,Manual,20.34 kmpl,1498 CC,103.2 bhp,250Nm@ 1500-2500rpm,5
4836,Ambassador Grand 1500 DSZ BSIII,2008,60000,122000,Diesel,Manual,12.8 kmpl,1995 CC,52 bhp,106Nm@ 2200rpm,5
4837,Hyundai i10 Magna 1.1L,2009,35000,160000,Petrol,Manual,19.81 kmpl,1086 CC,68.05 bhp,99.04Nm@ 4500rpm,5
4838,Maruti Alto LX,2007,120000,110000,Petrol,Manual,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5
4839,Maruti Swift LDI BSIV,2014,70000,360000,Diesel,Manual,25.2 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5
4840,Hyundai Verna Transform SX VGT CRDi,2011,90000,260000,Diesel,Manual,16.2 kmpl,1493 CC,110 bhp,24 KGM at 1900-2750 RPM,5
4841,Maruti Alto LXi,2007,60000,128000,Petrol,Manual,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5
4842,Hyundai Verna 1.6 CRDi S,2015,80000,600000,Diesel,Manual,23.9 kmpl,1582 CC,126.2 bhp,259.9Nm@ 1900-2750rpm,5
4843,Toyota Fortuner 3.0 Diesel,2010,151000,800000,Diesel,Manual,11.5 kmpl,2982 CC,171 bhp,343Nm@ 1400-3400rpm,7
4844,Maruti Swift Dzire VDI,2019,25000,675000,Diesel,Manual,28.4 kmpl,1248 CC,74.02 bhp,190Nm@ 2000rpm,5
4845,Mahindra XUV500 W10 2WD,2015,24700,1000000,Diesel,Manual,16.0 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7
4846,Chevrolet Spark 1.0 LS,2008,100000,65000,Petrol,Manual,18.0 kmpl,995 CC,62 bhp,90.3Nm@ 4200rpm,5
4847,Maruti Ignis 1.2 Delta BSIV,2019,10000,500000,Petrol,Manual,20.89 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5
4848,Maruti SX4 Zxi BSIII,2010,50000,300000,Petrol,Manual,15.0 kmpl,1586 CC,104.68 bhp,"145@ 4,100(kgm@ rpm)",5
4849,Maruti 800 AC,2009,80000,125000,Petrol,Manual,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4
4850,Hyundai Grand i10 Asta Option,2017,25000,550000,Petrol,Manual,18.9 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5
4851,Maruti Alto LXi,2007,80000,150000,Petrol,Manual,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5
4852,Mahindra Scorpio Intelli Hybrid S6 Plus,2017,80000,891000,Diesel,Manual,15.4 kmpl,2179 CC,120 bhp,280Nm@ 1800-2800rpm,7
4853,Toyota Innova 2.5 VX (Diesel) 7 Seater,2015,70000,1050000,Diesel,Manual,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1200-3600rpm,7
4854,Maruti Baleno RS 1.0 Petrol,2018,15000,750000,Petrol,Manual,21.1 kmpl,998 CC,100.5 bhp,150Nm@ 1700-4500rpm,5
4855,Hyundai i20 Magna Optional 1.2,2012,27500,380000,Petrol,Manual,18.5 kmpl,1197 CC,82.9 bhp,113.8Nm@ 4000rpm,5
4856,Toyota Innova 2.5 VX (Diesel) 8 Seater,2013,110000,800000,Diesel,Manual,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1200-3600rpm,8
4857,Mahindra Logan Petrol 1.4 GLE,2010,120000,200000,Petrol,Manual,15.7 kmpl,1390 CC,75 bhp,"110@ 3,000(kgm@ rpm)",5
4858,Maruti Ciaz VDi Option SHVS,2016,70000,700000,Diesel,Manual,28.09 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5
4859,Toyota Qualis FS B3,2002,290000,229999,Diesel,Manual,13.1 kmpl,2446 CC,75 bhp,151Nm@ 2400rpm,10
4860,Honda Accord 2.4 MT,2010,74000,300000,Petrol,Manual,12.8 kmpl,2354 CC,177.6 bhp,222Nm@ 4300rpm,5
4861,Honda Mobilio S i DTEC,2015,120000,670000,Diesel,Manual,24.2 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,7
4862,Honda City 2017-2020 GXi,2007,140000,210000,Petrol,Manual,17.7 kmpl,1497 CC,78 bhp,"12.7@ 2,700(kgm@ rpm)",5
4863,Maruti Ignis 1.2 Delta BSIV,2017,40000,370000,Petrol,Manual,20.89 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5
4864,Maruti Baleno Delta Automatic,2019,20000,600000,Petrol,Automatic,21.4 kmpl,1197 CC,83.1 bhp,115Nm@ 4000rpm,5
4865,Maruti Vitara Brezza VDi,2020,15000,810000,Diesel,Manual,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5
4866,Tata Tiago 1.2 Revotron XE,2019,16000,346000,Petrol,Manual,23.84 kmpl,1199 CC,84 bhp,114Nm@ 3500rpm,5
4867,Honda City 1.3 EXI,2005,130000,55000,Petrol,Manual,13.0 kmpl,1343 CC,90 bhp,11.3kgm@ 4700rpm,5
4868,Tata Safari DICOR 2.2 EX 4x2,2012,118000,250000,Diesel,Manual,13.93 kmpl,2179 CC,138.03 bhp,320Nm@ 1700-2700rpm,7
4869,Maruti Swift ZXI BSIII,2006,44000,120000,Petrol,Manual,16.1 kmpl,1298 CC,88.2 bhp,"11.5@ 4,500(kgm@ rpm)",5
4870,Maruti Ertiga ZDI,2013,50000,600000,Diesel,Manual,20.77 kmpl,1248 CC,88.8 bhp,200Nm@ 1750rpm,7
4871,Maruti Eeco 5 Seater AC BSIV,2016,60000,330000,Petrol,Manual,15.37 kmpl,1196 CC,73 bhp,101Nm@ 3000rpm,5
4872,Hyundai i20 Sportz Option 1.2,2014,147000,400000,Petrol,Manual,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5
4873,Tata Indica V2 DLS TC,2004,40000,100000,Diesel,Manual,16.8 kmpl,1405 CC,62 bhp,"12.5@ 2,500(kgm@ rpm)",5
4874,Maruti Swift Dzire VXI,2014,100000,450000,Petrol,Manual,19.1 kmpl,1197 CC,85.8 bhp,114Nm@ 4000rpm,5
4875,Maruti Ertiga SHVS ZDI Plus,2017,55000,800000,Diesel,Manual,24.52 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,7
4876,Maruti Celerio ZDi,2015,40000,340000,Diesel,Manual,27.62 kmpl,793 CC,47 bhp,125Nm@ 2000rpm,5
4877,Maruti Ritz VDi,2010,64000,225000,Diesel,Manual,21.1 kmpl,1248 CC,73.9 bhp,113Nm@ 4500rpm,5
4878,Maruti Zen LXI,2002,100000,55000,Petrol,Manual,17.3 kmpl,993 CC,60 bhp,78Nm@ 4500rpm,5
4879,Maruti Ertiga SHVS ZDI Plus,2016,50000,900000,Diesel,Manual,24.52 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,7
4880,Volvo S60 D4 SUMMUM,2014,30000,2500000,Diesel,Automatic,9.0 kmpl,1984 CC,181 bhp,400Nm@ 1750-2500rpm,5
4881,Maruti Wagon R VXI Plus,2018,30000,465000,Petrol,Manual,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5
4882,Maruti Zen LXI,2004,150000,70000,Petrol,Manual,17.3 kmpl,993 CC,60 bhp,78Nm@ 4500rpm,5
4883,Tata Zest Revotron 1.2 XT,2016,24177,400000,Petrol,Manual,17.57 kmpl,1193 CC,88.7 bhp,140Nm@ 1500-4000rpm,5
4884,Tata Indigo LX,2012,80000,185000,Diesel,Manual,16.1 kmpl,1405 CC,70 bhp,"13.5@ 2,500(kgm@ rpm)",5
4885,Maruti Wagon R LXI,2006,150000,140000,Petrol,Manual,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5
4886,Renault Lodgy 85PS RxE 7 Seater,2015,120000,415000,Diesel,Manual,21.04 kmpl,1461 CC,83.8 bhp,200Nm@ 1900rpm,7
4887,Mahindra Scorpio VLX 2WD AIRBAG BSIV,2012,121779,532000,Diesel,Manual,12.05 kmpl,2179 CC,120 bhp,290Nm@ 1800-2800rpm,8
4888,Maruti Baleno Delta 1.3,2017,56000,600000,Diesel,Manual,27.39 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5
4889,Maruti SX4 Vxi BSIII,2008,100000,150000,Petrol,Manual,15.0 kmpl,1586 CC,104.68 bhp,"145@ 4,100(kgm@ rpm)",5
4890,Maruti Swift LXI Option,2018,12000,459999,Petrol,Manual,20.4 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5
4891,Maruti Vitara Brezza ZDi,2017,15381,800000,Diesel,Manual,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5
4892,Mahindra Bolero SLX 4WD BSIII,2011,5000,310000,Diesel,Manual,13.6 kmpl,2523 CC,63 bhp,180 Nm at 1440-1500rpm,7
4893,Nissan Terrano XV Premium 110 PS,2014,40000,475000,Diesel,Manual,19.01 kmpl,1461 CC,108.5 bhp,248Nm@ 2250rpm,5
4894,Maruti Wagon R LXI CNG,2016,35000,310000,CNG,Manual,26.6 km/kg,998 CC,58.16 bhp,77Nm@ 3500rpm,5
4895,Maruti Alto K10 LXI,2018,10000,350000,Petrol,Manual,23.95 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5
4896,Mahindra XUV500 W10 AWD,2019,10000,1800000,Diesel,Manual,16.0 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7
4897,Maruti Swift AMT ZXI BSIV,2018,25000,640000,Petrol,Automatic,22.0 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5
4898,Maruti Wagon R AMT VXI,2017,50000,350000,Petrol,Automatic,20.51 kmpl,998 CC,67 bhp,90Nm@ 3500rpm,5
4899,Tata Nexon 1.2 Revotron XE,2018,30000,600000,Petrol,Manual,17.0 kmpl,1198 CC,108.5 bhp,170Nm@ 1750-4000rpm,5
4900,Hyundai Verna 1.6 CRDi SX,2015,23000,575000,Diesel,Manual,23.9 kmpl,1582 CC,126.2 bhp,259.9Nm@ 1900-2750rpm,5
4901,Mahindra Thar CRDe ABS,2019,15000,974000,Diesel,Manual,16.55 kmpl,2498 CC,105 bhp,247Nm@ 1800-2000rpm,6
4902,Maruti Wagon R AMT VXI,2018,5000,445000,Petrol,Automatic,20.51 kmpl,998 CC,67 bhp,90Nm@ 3500rpm,5
4903,Maruti Ertiga VDI,2015,15000,580000,Diesel,Manual,20.77 kmpl,1248 CC,88.76 bhp,200Nm@ 1750rpm,7
4904,Hyundai Creta 1.4 EX Diesel,2020,20000,1050000,Diesel,Manual,22.1 kmpl,1396 CC,88.7 bhp,219.7Nm@ 1500-2750rpm,5
4905,Ford EcoSport 1.5 TDCi Titanium BSIV,2015,50000,600000,Diesel,Manual,22.77 kmpl,1498 CC,98.59 bhp,205Nm@ 1750-3250rpm,5
4906,Ford Figo 1.2P Ambiente MT,2017,40000,370000,Petrol,Manual,18.16 kmpl,1196 CC,86.8 bhp,112Nm@ 4000rpm,5
4907,Maruti Zen Estilo 1.1 VXI BSIII,2007,70000,150000,Petrol,Manual,18.2 kmpl,1061 CC,64 bhp,84Nm@ 3500rpm,5
4908,Maruti Celerio ZXI Optional,2017,15000,483000,Petrol,Manual,23.1 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5
4909,Hyundai Grand i10 Magna,2016,10000,470000,Petrol,Manual,18.9 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5
4910,Maruti Vitara Brezza ZDi Plus Dual Tone,2018,25000,950000,Diesel,Manual,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5
4911,Hyundai Verna 1.6 VTVT,2013,50000,450000,Petrol,Manual,17.01 kmpl,1591 CC,121.3 bhp,154.9Nm@ 4200rpm,5
4912,Toyota Etios VX,2011,70000,345000,Petrol,Manual,17.6 kmpl,1496 CC,88.7 bhp,132Nm@ 3000rpm,5
4913,Maruti Ignis Zeta AMT,2020,5000,600000,Petrol,Automatic,20.89 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5
4914,Maruti A-Star Vxi,2009,60000,300000,Petrol,Manual,19.0 kmpl,998 CC,66.1 bhp,90Nm@ 3500rpm,5
4915,Maruti Zen Estilo VXI BSIII,2007,74800,160000,Petrol,Manual,18.2 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5
4916,Maruti 800 AC BSIII,2004,80000,120000,Petrol,Manual,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4
4917,Maruti Eeco CNG 5 Seater AC BSIV,2012,270000,220000,CNG,Manual,21.94 km/kg,1196 CC,61.7 bhp,85Nm@ 3000rpm,5
4918,Hyundai EON 1.0 Era Plus,2018,120000,340000,Petrol,Manual,20.3 kmpl,998 CC,68.05 bhp,94.14Nm@ 3500rpm,5
4919,Honda City 2017-2020 EXi,2007,120000,138000,Petrol,Manual,17.7 kmpl,1497 CC,78 bhp,"12.7@ 2,700(kgm@ rpm)",5
4920,Maruti Swift Dzire VXi,2010,80000,231000,Petrol,Manual,17.5 kmpl,1298 CC,85.8 bhp,114Nm@ 4000rpm,5
4921,Mahindra XUV500 W8 4WD,2013,120000,800000,Diesel,Manual,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7
4922,Mahindra XUV300 W8,2019,20000,960000,Petrol,Manual,17.0 kmpl,1197 CC,108.6 bhp,200Nm@ 2000-3500rpm,5
4923,Maruti Wagon R LXI Minor,2009,70000,120000,Petrol,Manual,18.9 kmpl,1061 CC,67 bhp,84Nm@ 3500rpm,5
4924,Maruti Wagon R VXI BS IV,2012,40000,270000,Petrol,Manual,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5
4925,Maruti Ritz LXI,2011,100000,200000,Petrol,Manual,21.1 kmpl,1197 CC,85.80 bhp,114Nm@ 4000rpm,5
4926,Maruti Swift VXI,2012,123000,328000,Petrol,Manual,18.6 kmpl,1197 CC,85.8 bhp,114Nm@ 4000rpm,5
4927,Hyundai Verna 1.6 SX CRDi (O),2012,77000,432000,Diesel,Manual,22.32 kmpl,1582 CC,126.32 bhp,259.8Nm@ 1900-2750rpm,5
4928,Volkswagen Polo 1.0 MPI Trendline BSIV,2019,7000,565000,Petrol,Manual,18.78 kmpl,999 CC,75 bhp,95Nm@ 3000-4300rpm,5
4929,Maruti Eeco 5 Seater AC BSIV,2017,70000,390000,Petrol,Manual,15.37 kmpl,1196 CC,73 bhp,101Nm@ 3000rpm,5
4930,Ford Figo 1.5D Titanium MT,2017,30000,600000,Diesel,Manual,25.83 kmpl,1498 CC,99 bhp,215Nm@ 1750-3000rpm,5
4931,Hyundai i20 1.4 CRDi Sportz,2011,120000,250000,Diesel,Manual,23.0 kmpl,1396 CC,90 bhp,22.4 kgm at 1750-2750rpm,5
4932,Chevrolet Spark 1.0 LT,2011,70000,165000,Petrol,Manual,18.0 kmpl,995 CC,62 bhp,90.3Nm@ 4200rpm,5
4933,Honda City 1.5 S MT,2011,105000,421000,Petrol,Manual,17.0 kmpl,1497 CC,118 bhp,146Nm at 4800 rpm,5
4934,Hyundai Accent Executive,2012,109322,225000,Petrol,Manual,16.36 kmpl,1495 CC,93.7 bhp,124.6Nm@ 3500rpm,5
4935,Nissan Sunny Diesel XV,2013,120000,350000,Diesel,Manual,21.64 kmpl,1461 CC,84.8 bhp,200Nm@ 2000rpm,5
4936,Jeep Compass 2.0 Limited,2018,24000,1757000,Diesel,Manual,17.1 kmpl,1956 CC,170 bhp,350Nm@ 1750-2500rpm,5
4937,Maruti Baleno Zeta 1.3,2015,70000,600000,Diesel,Manual,27.39 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5
4938,Tata Tiago NRG Petrol,2018,35000,515000,Petrol,Manual,24.0 kmpl,1199 CC,83.81 bhp,114Nm@ 3500rpm,5
4939,Maruti 800 AC,1999,80000,80000,Petrol,Manual,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4
4940,Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,2017,70000,800000,Diesel,Manual,23.65 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5
4941,Mahindra Scorpio 2.6 SLX Turbo 7 Seater,2004,100000,120000,Diesel,Manual,10.5 kmpl,2179 CC,120 bhp,290Nm@ 1800-2800rpm,7
4942,Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,9000,2711000,Diesel,Automatic,13.6 kmpl,1999 CC,177 bhp,430Nm@ 1750-2500rpm,5
4943,Lexus ES 300h,2019,20000,5150000,Petrol,Automatic,22.37 kmpl,2487 CC,214.56 bhp,202Nm@ 3600-5200rpm,5
4944,Jaguar XF 2.0 Diesel Portfolio,2017,45000,3200000,Diesel,Automatic,19.33 kmpl,1999 CC,177 bhp,430Nm@ 1750-2500rpm,5
4945,Tata Safari Storme EX,2015,110000,503000,Diesel,Manual,14.1 kmpl,2179 CC,147.94 bhp,320Nm@ 1500-3000rpm,7
4946,Volvo XC40 D4 Inscription BSIV,2019,20000,3800000,Diesel,Automatic,18.0 kmpl,1969 CC,190 bhp,400Nm,5
4947,Toyota Camry 2.5 Hybrid,2016,68089,2000000,Petrol,Automatic,19.16 kmpl,2494 CC,157.7 bhp,213Nm@ 4500rpm,5
4948,Maruti Wagon R LXI,2013,58343,225000,Petrol,Manual,21.79 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5
4949,Maruti Baleno Alpha 1.3,2018,38817,740000,Diesel,Manual,27.39 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5
4950,Honda Jazz VX,2016,56494,550000,Petrol,Manual,18.2 kmpl,1199 CC,88.7 bhp,110Nm@ 4800rpm,5
4951,Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,79328,750000,Diesel,Manual,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1200-3600rpm,7
4952,Maruti Swift AMT VVT VXI,2019,5621,650000,Petrol,Automatic,22.0 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5
4953,Toyota Etios VX,2017,25538,625000,Petrol,Manual,16.78 kmpl,1496 CC,88.73 bhp,132Nm@ 3000rpm,5
4954,Maruti Swift AMT ZXI,2018,69779,600000,Petrol,Automatic,22.0 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5
4955,Hyundai Grand i10 1.2 CRDi Sportz,2017,56290,450000,Diesel,Manual,24.0 kmpl,1186 CC,73.97 bhp,190.24nm@ 1750-2250rpm,5
4956,BMW X4 M Sport X xDrive20d,2019,7500,5400000,Diesel,Automatic,16.78 kmpl,1995 CC,190 bhp,400Nm@ 1750-2500rpm,5
4957,BMW X4 M Sport X xDrive20d,2019,8500,5500000,Diesel,Automatic,16.78 kmpl,1995 CC,190 bhp,400Nm@ 1750-2500rpm,5
4958,Honda Amaze V CVT Petrol BSIV,2019,7032,779000,Petrol,Automatic,19.0 kmpl,1199 CC,88.76 bhp,110Nm@ 4800rpm,5
4959,Skoda Rapid 1.6 MPI AT Elegance,2016,11000,645000,Petrol,Automatic,14.3 kmpl,1598 CC,103.5 bhp,153Nm@ 3800rpm,5
4960,Volvo V40 D3 R-Design,2018,2000,2475000,Diesel,Automatic,16.8 kmpl,1984 CC,150 bhp,350Nm@ 1500-2750rpm,5
4961,Maruti Wagon R Stingray VXI Optional,2017,40000,475000,Petrol,Manual,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5
4962,Maruti Wagon R AMT VXI,2015,20000,400000,Petrol,Automatic,20.51 kmpl,998 CC,67 bhp,90Nm@ 3500rpm,5
4963,Fiat Grande Punto 1.3 Dynamic (Diesel),2011,60000,300000,Diesel,Manual,20.3 kmpl,1248 CC,75 bhp,197Nm@ 1750rpm,5
4964,Mahindra Scorpio M2DI,2011,475000,400000,Diesel,Manual,13.5 kmpl,2179 CC,115 bhp,277.5Nm@ 1700-2200rpm,5
4965,Maruti Wagon R LX BSIII,2009,70000,235000,Petrol,Manual,17.3 kmpl,1061 CC,64 bhp,"8.6@ 3,500(kgm@ rpm)",5
4966,Maruti Wagon R VXI BS IV,2015,40000,350000,Petrol,Manual,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5
4967,Maruti Swift Dzire VDI,2017,34000,625000,Diesel,Manual,28.4 kmpl,1248 CC,74.02 bhp,190Nm@ 2000rpm,5
4968,Mahindra XUV500 W6 2WD,2014,120000,525000,Diesel,Manual,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7
4969,Tata Tigor 1.2 Revotron XZ,2018,10000,550000,Petrol,Manual,20.3 kmpl,1199 CC,84 bhp,114Nm@ 3500rpm,5
4970,Mahindra Bolero 2011-2019 SLX,2015,80000,550000,Diesel,Manual,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm,7
4971,Honda City 2017-2020 GXi,2006,100000,200000,Petrol,Manual,17.7 kmpl,1497 CC,78 bhp,"12.7@ 2,700(kgm@ rpm)",5
4972,Mahindra Xylo D2,2011,120000,350000,Diesel,Manual,13.0 kmpl,2489 CC,95 bhp,220Nm at 1400-2600 rpm,8
4973,Honda City 2017-2020 GXi,2006,100000,220000,Petrol,Manual,17.7 kmpl,1497 CC,78 bhp,"12.7@ 2,700(kgm@ rpm)",5
4974,Hyundai Grand i10 Sportz,2016,25000,412000,Petrol,Manual,18.9 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5
4975,Maruti Wagon R LXI Minor,2009,52000,126000,Petrol,Manual,18.9 kmpl,1061 CC,67 bhp,84Nm@ 3500rpm,5
4976,Maruti Swift Dzire VDI,2013,63000,430000,Diesel,Manual,23.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5
4977,Maruti A-Star Vxi,2009,90000,130000,Petrol,Manual,19.0 kmpl,998 CC,66.1 bhp,90Nm@ 3500rpm,5
4978,Tata Tiago 1.2 Revotron XM,2017,60000,350000,Petrol,Manual,23.84 kmpl,1199 CC,84 bhp,114Nm@ 3500rpm,5
4979,Maruti Alto LX,2011,35000,220000,Petrol,Manual,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5
4980,Mahindra Bolero DI,2011,80000,380000,Diesel,Manual,13.6 kmpl,2523 CC,63 bhp,180 Nm at 1440-1500rpm,7
4981,Ford Figo Diesel ZXI,2010,110000,200000,Diesel,Manual,20.0 kmpl,1399 CC,68 bhp,160Nm@ 2000rpm,5
4982,Toyota Fortuner 4x4 MT,2015,20000,2000000,Diesel,Manual,12.55 kmpl,2982 CC,168.5 bhp,343Nm@ 1400-3400rpm,7
4983,Ford EcoSport 1.5 TDCi Titanium Plus BSIV,2015,90000,610000,Diesel,Manual,22.77 kmpl,1498 CC,98.59 bhp,205Nm@ 1750-3250rpm,5
4984,BMW X1 sDrive20i xLine,2016,30000,2500000,Petrol,Automatic,15.71 kmpl,1998 CC,189 bhp,280Nm@ 1350-4600rpm,5
4985,Maruti Swift Dzire VDI,2017,61000,620000,Diesel,Manual,26.59 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5
4986,Maruti Omni Limited Edition,2013,66000,150000,Petrol,Manual,14.7 kmpl,796 CC,37 bhp,62Nm@ 2500rpm,8
4987,Datsun GO Plus Anniversary Edition,2018,80000,450000,Petrol,Manual,20.62 kmpl,1198 CC,67 bhp,104Nm@ 4000rpm,7
4988,Hyundai Creta 1.6 CRDi SX Plus,2017,27000,1150000,Diesel,Manual,19.67 kmpl,1582 CC,126.2 bhp,259.9Nm@ 1900-2750rpm,5
4989,Mahindra KUV 100 G80 K8 Dual Tone,2018,60000,500000,Petrol,Manual,18.15 kmpl,1198 CC,82 bhp,115Nm@ 3500-3600rpm,6
4990,Maruti Wagon R VXI BS IV,2011,139000,246000,Petrol,Manual,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5
4991,Maruti Eeco CNG 5 Seater AC BSIV,2017,60000,400000,CNG,Manual,21.94 km/kg,1196 CC,61.7 bhp,85Nm@ 3000rpm,5
4992,Maruti 800 AC,2008,10000,65000,Petrol,Manual,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4
4993,Ford Ecosport 1.5 Diesel Titanium,2016,30000,725000,Diesel,Manual,21.7 kmpl,1498 CC,98.96 bhp,215Nm@ 1750-2500rpm,5
4994,Hyundai Verna 1.6 SX CRDI (O) AT,2014,125000,736000,Diesel,Automatic,22.32 kmpl,1582 CC,126.32 bhp,259.8Nm@ 1900-2750rpm,5
4995,Maruti Swift Dzire VDI,2018,45000,700000,Diesel,Manual,28.4 kmpl,1248 CC,74.02 bhp,190Nm@ 2000rpm,5
4996,Chevrolet Spark 1.0 LT,2011,30000,150000,Petrol,Manual,18.0 kmpl,995 CC,62 bhp,90.3Nm@ 4200rpm,5
4997,Maruti Alto LXi,2010,80500,180000,Petrol,Manual,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5
4998,Toyota Etios Liva VXD,2014,200000,409999,Diesel,Manual,23.59 kmpl,1364 CC,67.04 bhp,170Nm@ 1800-2400rpm,5
4999,Mahindra Bolero 2011-2019 SLX,2013,60000,550000,Diesel,Manual,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm,7
5000,Maruti 800 AC Uniq,2004,18000,50000,Petrol,Manual,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4
5001,Maruti Zen D,2006,110000,80000,Diesel,Manual,20.8 kmpl,1527 CC,58 bhp,789Nm@ 2250rpm,5
5002,Maruti Alto LX,2005,90000,110000,Petrol,Manual,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5
5003,Honda City 2017-2020 GXi,2006,120000,180000,Petrol,Manual,17.7 kmpl,1497 CC,78 bhp,"12.7@ 2,700(kgm@ rpm)",5
5004,Maruti Swift Dzire VDI,2017,127000,605000,Diesel,Manual,28.4 kmpl,1248 CC,74.02 bhp,190Nm@ 2000rpm,5
5005,Maruti Ertiga SHVS ZDI Plus,2017,70000,800000,Diesel,Manual,24.52 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,7
5006,Hyundai i20 1.4 CRDi Sportz,2011,116500,350000,Diesel,Manual,23.0 kmpl,1396 CC,90 bhp,22.4 kgm at 1750-2750rpm,5
5007,Hyundai i20 Sportz 1.2,2012,120000,300000,Petrol,Manual,18.5 kmpl,1197 CC,82.85 bhp,113.7Nm@ 4000rpm,5
5008,Hyundai Verna Xi (Petrol),2008,100000,160000,Petrol,Manual,13.9 kmpl,1599 CC,103.2 bhp,"14.9@ 3,000(kgm@ rpm)",5
5009,Ford Figo Diesel Titanium,2011,90000,225000,Diesel,Manual,20.0 kmpl,1399 CC,68 bhp,160Nm@ 2000rpm,5
5010,Audi Q7 3.0 TDI Quattro,2009,120000,1025000,Diesel,Automatic,12.07 kmpl,2967 CC,241.4 bhp,550Nm@ 1750-2750rpm,7
5011,Tata Hexa XTA,2017,40000,1300000,Diesel,Automatic,17.6 kmpl,2179 CC,153.86 bhp,400Nm@ 1750-2500rpm,7
5012,Volkswagen Ameo 1.5 TDI Comfortline,2018,18000,560000,Diesel,Manual,21.66 kmpl,1498 CC,108.62 bhp,250Nm@ 1500-3000rpm,5
